дата,рік,місяць,країна,місто,система_DRS,рівень_збору_%,рік_запуску_системи,бренд,матеріал,кількість_пляшок,депозит_EUR,метод_виплати
2021-02-15,2021,2,Німеччина,Штутгарт,DPG/Pfand,98,2003,Pepsi,ALU,16,3.34,Готівка
2021-02-15,2021,2,Литва,Вільнюс,USAD,92,2016,Akvilė,PET,8,0.9,Готівка
2021-02-15,2021,2,Фінляндія,Гельсінкі,Palpa,94,1996,Olvi,PET,9,1.95,Додаток
2021-02-15,2021,2,Данія,Копенгаген,Dansk Retursystem,89,2002,Tuborg,PET,2,0.35,Готівка
2021-02-16,2021,2,Норвегія,Ставангер,Infinitum,97,1999,Imsdal,PET,7,1.04,Готівка
2021-02-16,2021,2,Норвегія,Берген,Infinitum,97,1999,Coca-Cola Norway,ALU,14,3.44,Готівка
2021-02-16,2021,2,Німеччина,Кельн,DPG/Pfand,98,2003,Paulaner,PET,10,1.2,Благодійність
2021-02-16,2021,2,Естонія,Таллінн,Eesti Pandipakend,93,2005,Saku,ALU,5,0.51,Благодійність
2021-02-16,2021,2,Фінляндія,Оулу,Palpa,94,1996,Fazer,ALU,4,0.66,Благодійність
2021-02-16,2021,2,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Spa,PET,10,1.39,Готівка
2021-02-16,2021,2,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Grolsch,PET,10,1.59,Благодійність
2021-02-17,2021,2,Норвегія,Берген,Infinitum,97,1999,Coca-Cola Norway,PET,5,1.1,Ваучер
2021-02-17,2021,2,Литва,Клайпеда,USAD,92,2016,Švyturys,PET,15,2.25,Додаток
2021-02-17,2021,2,Хорватія,Осієк,HAOP,90,2006,Coca-Cola Croatia,PET,16,1.79,Додаток
2021-02-17,2021,2,Фінляндія,Гельсінкі,Palpa,94,1996,Pirkka,PET,10,2.01,Ваучер
2021-02-17,2021,2,Данія,Орхус,Dansk Retursystem,89,2002,Tuborg,PET,2,0.42,Благодійність
2021-02-17,2021,2,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Spa,ALU,8,1.22,Благодійність
2021-02-19,2021,2,Естонія,Пярну,Eesti Pandipakend,93,2005,Saku,ALU,6,1.25,Ваучер
2021-02-19,2021,2,Фінляндія,Гельсінкі,Palpa,94,1996,Pirkka,PET,13,3.06,Ваучер
2021-02-19,2021,2,Швеція,Гетеборг,Returpack,88,1984,Ramlösa,PET,9,1.59,Додаток
2021-02-19,2021,2,Швеція,Гетеборг,Returpack,88,1984,Pepsi Sweden,PET,9,1.71,Додаток
2021-02-19,2021,2,Данія,Копенгаген,Dansk Retursystem,89,2002,Tuborg,PET,7,1.08,Додаток
2021-02-19,2021,2,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Tērvetes,PET,16,2.35,Додаток
2021-02-19,2021,2,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,7,0.75,Благодійність
2021-02-19,2021,2,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Grolsch,PET,17,4.08,Благодійність
2021-02-19,2021,2,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Grolsch,PET,16,2.38,Готівка
2021-02-20,2021,2,Литва,Каунас,USAD,92,2016,Rasa,PET,7,1.07,Ваучер
2021-02-20,2021,2,Хорватія,Спліт,HAOP,90,2006,Ozujsko,PET,9,2.1,Готівка
2021-02-20,2021,2,Фінляндія,Тампере,Palpa,94,1996,Fazer,PET,18,2.17,Ваучер
2021-02-20,2021,2,Швеція,Гетеборг,Returpack,88,1984,Coca-Cola Sweden,PET,2,0.23,Благодійність
2021-02-20,2021,2,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,2,0.29,Благодійність
2021-02-21,2021,2,Норвегія,Берген,Infinitum,97,1999,Imsdal,PET,8,1.02,Готівка
2021-02-21,2021,2,Норвегія,Ставангер,Infinitum,97,1999,Hansa,ALU,21,3.54,Ваучер
2021-02-21,2021,2,Литва,Клайпеда,USAD,92,2016,Rasa,PET,20,2.58,Благодійність
2021-02-21,2021,2,Литва,Каунас,USAD,92,2016,Rasa,PET,18,2.71,Готівка
2021-02-21,2021,2,Литва,Клайпеда,USAD,92,2016,Švyturys,ALU,9,2.06,Ваучер
2021-02-21,2021,2,Литва,Каунас,USAD,92,2016,Rasa,PET,4,0.52,Ваучер
2021-02-21,2021,2,Фінляндія,Оулу,Palpa,94,1996,Coca-Cola Finland,PET,5,0.66,Готівка
2021-02-21,2021,2,Швеція,Стокгольм,Returpack,88,1984,Ramlösa,PET,14,3.05,Готівка
2021-02-22,2021,2,Норвегія,Осло,Infinitum,97,1999,Farris,PET,8,1.82,Додаток
2021-02-22,2021,2,Норвегія,Тронгейм,Infinitum,97,1999,Coca-Cola Norway,ALU,18,2.13,Готівка
2021-02-22,2021,2,Естонія,Таллінн,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,20,2.9,Благодійність
2021-02-22,2021,2,Естонія,Пярну,Eesti Pandipakend,93,2005,Aura,ALU,7,0.88,Готівка
2021-02-22,2021,2,Литва,Клайпеда,USAD,92,2016,Akvilė,ALU,12,2.23,Благодійність
2021-02-22,2021,2,Хорватія,Рієка,HAOP,90,2006,Jamnica,ALU,17,2.5,Ваучер
2021-02-22,2021,2,Швеція,Стокгольм,Returpack,88,1984,Pepsi Sweden,ALU,2,0.38,Ваучер
2021-02-23,2021,2,Литва,Шяуляй,USAD,92,2016,Rasa,ALU,20,2.97,Благодійність
2021-02-23,2021,2,Литва,Клайпеда,USAD,92,2016,Rasa,PET,2,0.4,Благодійність
2021-02-23,2021,2,Данія,Копенгаген,Dansk Retursystem,89,2002,Royal Unibrew,ALU,17,3.86,Готівка
2021-02-23,2021,2,Данія,Оденсе,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,13,2.08,Готівка
2021-02-23,2021,2,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Aldaris,PET,21,2.3,Додаток
2021-02-23,2021,2,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Heineken,PET,3,0.64,Ваучер
2021-02-23,2021,2,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Spa,ALU,17,3.72,Ваучер
2021-02-24,2021,2,Естонія,Таллінн,Eesti Pandipakend,93,2005,Põltsamaa Felix,ALU,20,3.03,Благодійність
2021-02-24,2021,2,Литва,Клайпеда,USAD,92,2016,Rasa,PET,4,0.47,Благодійність
2021-02-24,2021,2,Литва,Шяуляй,USAD,92,2016,Švyturys,PET,1,0.19,Благодійність
2021-02-24,2021,2,Хорватія,Осієк,HAOP,90,2006,Jamnica,PET,9,1.43,Благодійність
2021-02-24,2021,2,Хорватія,Рієка,HAOP,90,2006,Ozujsko,PET,20,3.9,Ваучер
2021-02-24,2021,2,Хорватія,Загреб,HAOP,90,2006,Ozujsko,ALU,18,3.46,Готівка
2021-02-24,2021,2,Фінляндія,Гельсінкі,Palpa,94,1996,Pirkka,PET,11,1.27,Готівка
2021-02-24,2021,2,Швеція,Уппсала,Returpack,88,1984,Loka,ALU,19,3.21,Ваучер
2021-02-24,2021,2,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,20,2.54,Готівка
2021-02-25,2021,2,Хорватія,Загреб,HAOP,90,2006,Karlovačko,ALU,9,1.21,Благодійність
2021-02-25,2021,2,Швеція,Мальме,Returpack,88,1984,Pepsi Sweden,PET,14,3.28,Готівка
2021-02-25,2021,2,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Riga Breweries,ALU,10,1.64,Додаток
2021-02-26,2021,2,Норвегія,Берген,Infinitum,97,1999,Coca-Cola Norway,PET,18,3.64,Готівка
2021-02-26,2021,2,Німеччина,Гамбург,DPG/Pfand,98,2003,Pepsi,PET,2,0.21,Благодійність
2021-02-26,2021,2,Естонія,Нарва,Eesti Pandipakend,93,2005,A. Le Coq,PET,16,3.86,Благодійність
2021-02-26,2021,2,Данія,Орхус,Dansk Retursystem,89,2002,Royal Unibrew,PET,3,0.48,Додаток
2021-02-27,2021,2,Норвегія,Осло,Infinitum,97,1999,Coca-Cola Norway,PET,5,0.67,Готівка
2021-02-27,2021,2,Норвегія,Тронгейм,Infinitum,97,1999,Farris,PET,10,1.0,Додаток
2021-02-27,2021,2,Естонія,Пярну,Eesti Pandipakend,93,2005,Saku,PET,13,2.45,Готівка
2021-02-27,2021,2,Естонія,Тарту,Eesti Pandipakend,93,2005,A. Le Coq,PET,2,0.32,Благодійність
2021-02-27,2021,2,Хорватія,Осієк,HAOP,90,2006,Ozujsko,PET,8,1.03,Додаток
2021-02-27,2021,2,Фінляндія,Турку,Palpa,94,1996,Hartwall,PET,2,0.36,Благодійність
2021-02-27,2021,2,Швеція,Стокгольм,Returpack,88,1984,Nygårda,ALU,13,3.13,Готівка
2021-02-27,2021,2,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Tērvetes,ALU,14,1.44,Благодійність
2021-02-28,2021,2,Норвегія,Тронгейм,Infinitum,97,1999,Solo,PET,18,2.96,Готівка
2021-02-28,2021,2,Литва,Клайпеда,USAD,92,2016,Kauno Grūdai,PET,20,3.93,Ваучер
2021-02-28,2021,2,Хорватія,Рієка,HAOP,90,2006,Karlovačko,PET,16,2.97,Готівка
2021-02-28,2021,2,Швеція,Гетеборг,Returpack,88,1984,Nygårda,ALU,16,2.71,Благодійність
2021-02-28,2021,2,Данія,Орхус,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,8,1.01,Ваучер
2021-02-28,2021,2,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Cido,PET,17,2.65,Готівка
2021-02-28,2021,2,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Aldaris,PET,6,0.85,Благодійність
2021-03-01,2021,3,Естонія,Тарту,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,8,1.35,Ваучер
2021-03-01,2021,3,Естонія,Пярну,Eesti Pandipakend,93,2005,Aura,ALU,1,0.15,Ваучер
2021-03-01,2021,3,Естонія,Таллінн,Eesti Pandipakend,93,2005,A. Le Coq,PET,22,2.66,Ваучер
2021-03-01,2021,3,Фінляндія,Оулу,Palpa,94,1996,Fazer,PET,16,3.37,Благодійність
2021-03-02,2021,3,Естонія,Таллінн,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,7,1.25,Додаток
2021-03-02,2021,3,Швеція,Уппсала,Returpack,88,1984,Loka,PET,9,1.67,Готівка
2021-03-02,2021,3,Швеція,Гетеборг,Returpack,88,1984,Ramlösa,PET,5,0.9,Додаток
2021-03-02,2021,3,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Aldaris,PET,13,3.22,Благодійність
2021-03-02,2021,3,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Riga Breweries,ALU,16,3.08,Готівка
2021-03-03,2021,3,Норвегія,Берген,Infinitum,97,1999,Ringnes,PET,8,0.83,Ваучер
2021-03-03,2021,3,Естонія,Пярну,Eesti Pandipakend,93,2005,Saku,PET,2,0.27,Готівка
2021-03-03,2021,3,Естонія,Таллінн,Eesti Pandipakend,93,2005,Saku,ALU,1,0.12,Додаток
2021-03-03,2021,3,Швеція,Гетеборг,Returpack,88,1984,Ramlösa,PET,9,1.34,Готівка
2021-03-03,2021,3,Данія,Копенгаген,Dansk Retursystem,89,2002,Carlsberg,PET,12,2.35,Ваучер
2021-03-03,2021,3,Данія,Орхус,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,7,1.74,Ваучер
2021-03-04,2021,3,Норвегія,Ставангер,Infinitum,97,1999,Ringnes,PET,17,3.05,Додаток
2021-03-04,2021,3,Хорватія,Рієка,HAOP,90,2006,Karlovačko,ALU,11,1.97,Ваучер
2021-03-04,2021,3,Хорватія,Рієка,HAOP,90,2006,Karlovačko,ALU,8,1.28,Готівка
2021-03-04,2021,3,Фінляндія,Гельсінкі,Palpa,94,1996,Coca-Cola Finland,PET,20,2.44,Благодійність
2021-03-04,2021,3,Фінляндія,Тампере,Palpa,94,1996,Coca-Cola Finland,ALU,12,1.7,Додаток
2021-03-04,2021,3,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Mangaļi,ALU,4,0.74,Благодійність
2021-03-05,2021,3,Німеччина,Кельн,DPG/Pfand,98,2003,Coca-Cola,PET,4,0.5,Ваучер
2021-03-05,2021,3,Хорватія,Загреб,HAOP,90,2006,Jamnica,ALU,12,2.34,Готівка
2021-03-05,2021,3,Фінляндія,Турку,Palpa,94,1996,Coca-Cola Finland,PET,12,2.83,Ваучер
2021-03-06,2021,3,Німеччина,Гамбург,DPG/Pfand,98,2003,Volvic,PET,12,2.42,Додаток
2021-03-06,2021,3,Німеччина,Штутгарт,DPG/Pfand,98,2003,Fanta,ALU,14,1.6,Ваучер
2021-03-06,2021,3,Литва,Шяуляй,USAD,92,2016,Švyturys,PET,14,3.06,Додаток
2021-03-06,2021,3,Швеція,Уппсала,Returpack,88,1984,Ramlösa,ALU,2,0.44,Готівка
2021-03-07,2021,3,Німеччина,Кельн,DPG/Pfand,98,2003,Coca-Cola,PET,11,1.93,Готівка
2021-03-07,2021,3,Естонія,Таллінн,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,1,0.24,Готівка
2021-03-07,2021,3,Хорватія,Рієка,HAOP,90,2006,Jamnica,PET,23,4.19,Готівка
2021-03-07,2021,3,Фінляндія,Турку,Palpa,94,1996,Fazer,ALU,15,1.56,Додаток
2021-03-07,2021,3,Швеція,Уппсала,Returpack,88,1984,Loka,PET,21,4.22,Благодійність
2021-03-07,2021,3,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Cido,PET,12,1.62,Додаток
2021-03-08,2021,3,Норвегія,Тромсе,Infinitum,97,1999,Hansa,ALU,14,2.58,Готівка
2021-03-08,2021,3,Естонія,Тарту,Eesti Pandipakend,93,2005,Värska,PET,17,3.31,Готівка
2021-03-08,2021,3,Литва,Каунас,USAD,92,2016,Rasa,PET,1,0.15,Ваучер
2021-03-08,2021,3,Хорватія,Осієк,HAOP,90,2006,Coca-Cola Croatia,ALU,16,2.79,Ваучер
2021-03-08,2021,3,Фінляндія,Гельсінкі,Palpa,94,1996,Coca-Cola Finland,ALU,20,4.35,Готівка
2021-03-08,2021,3,Швеція,Уппсала,Returpack,88,1984,Ramlösa,PET,2,0.31,Благодійність
2021-03-08,2021,3,Данія,Копенгаген,Dansk Retursystem,89,2002,Royal Unibrew,PET,23,4.86,Готівка
2021-03-08,2021,3,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,12,2.76,Ваучер
2021-03-08,2021,3,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Tērvetes,ALU,9,1.69,Благодійність
2021-03-09,2021,3,Литва,Каунас,USAD,92,2016,Utenos,PET,17,2.61,Додаток
2021-03-09,2021,3,Хорватія,Рієка,HAOP,90,2006,Karlovačko,PET,16,4.0,Готівка
2021-03-09,2021,3,Данія,Копенгаген,Dansk Retursystem,89,2002,Carlsberg,PET,4,0.49,Готівка
2021-03-09,2021,3,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Sourcy,PET,1,0.17,Готівка
2021-03-10,2021,3,Норвегія,Тронгейм,Infinitum,97,1999,Hansa,PET,19,3.48,Додаток
2021-03-10,2021,3,Естонія,Тарту,Eesti Pandipakend,93,2005,A. Le Coq,ALU,15,1.52,Ваучер
2021-03-10,2021,3,Литва,Каунас,USAD,92,2016,Kauno Grūdai,ALU,18,4.19,Додаток
2021-03-10,2021,3,Литва,Шяуляй,USAD,92,2016,Rasa,ALU,2,0.32,Готівка
2021-03-10,2021,3,Литва,Вільнюс,USAD,92,2016,Rasa,PET,1,0.12,Ваучер
2021-03-10,2021,3,Хорватія,Загреб,HAOP,90,2006,Coca-Cola Croatia,PET,20,2.47,Благодійність
2021-03-11,2021,3,Естонія,Пярну,Eesti Pandipakend,93,2005,A. Le Coq,PET,22,4.36,Ваучер
2021-03-11,2021,3,Литва,Шяуляй,USAD,92,2016,Rasa,PET,16,1.95,Додаток
2021-03-11,2021,3,Хорватія,Загреб,HAOP,90,2006,Jana,ALU,20,3.25,Благодійність
2021-03-11,2021,3,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,16,2.35,Готівка
2021-03-12,2021,3,Норвегія,Тронгейм,Infinitum,97,1999,Imsdal,PET,3,0.3,Благодійність
2021-03-12,2021,3,Естонія,Тарту,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,15,3.51,Благодійність
2021-03-12,2021,3,Хорватія,Рієка,HAOP,90,2006,Jana,ALU,3,0.59,Ваучер
2021-03-12,2021,3,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Riga Breweries,ALU,17,4.14,Ваучер
2021-03-12,2021,3,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Sourcy,ALU,12,1.79,Готівка
2021-03-13,2021,3,Німеччина,Мюнхен,DPG/Pfand,98,2003,Paulaner,PET,9,1.65,Додаток
2021-03-13,2021,3,Німеччина,Франкфурт,DPG/Pfand,98,2003,Sprite,PET,1,0.14,Ваучер
2021-03-13,2021,3,Хорватія,Загреб,HAOP,90,2006,Jana,PET,19,4.74,Ваучер
2021-03-13,2021,3,Фінляндія,Гельсінкі,Palpa,94,1996,Fazer,PET,10,1.93,Ваучер
2021-03-13,2021,3,Фінляндія,Гельсінкі,Palpa,94,1996,Olvi,PET,8,1.37,Додаток
2021-03-13,2021,3,Швеція,Уппсала,Returpack,88,1984,Nygårda,PET,4,0.9,Готівка
2021-03-13,2021,3,Швеція,Стокгольм,Returpack,88,1984,Pepsi Sweden,PET,22,3.95,Ваучер
2021-03-13,2021,3,Данія,Оденсе,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,21,4.79,Благодійність
2021-03-13,2021,3,Данія,Оденсе,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,19,2.86,Готівка
2021-03-13,2021,3,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Sourcy,PET,8,0.94,Додаток
2021-03-14,2021,3,Норвегія,Осло,Infinitum,97,1999,Hansa,PET,20,2.92,Додаток
2021-03-14,2021,3,Естонія,Нарва,Eesti Pandipakend,93,2005,A. Le Coq,PET,24,3.23,Благодійність
2021-03-14,2021,3,Естонія,Нарва,Eesti Pandipakend,93,2005,A. Le Coq,PET,9,2.23,Ваучер
2021-03-14,2021,3,Хорватія,Рієка,HAOP,90,2006,Coca-Cola Croatia,PET,4,0.44,Додаток
2021-03-14,2021,3,Хорватія,Рієка,HAOP,90,2006,Ozujsko,ALU,2,0.36,Готівка
2021-03-14,2021,3,Фінляндія,Турку,Palpa,94,1996,Hartwall,PET,1,0.25,Благодійність
2021-03-14,2021,3,Швеція,Мальме,Returpack,88,1984,Pepsi Sweden,PET,20,2.74,Благодійність
2021-03-14,2021,3,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Mangaļi,ALU,12,2.37,Благодійність
2021-03-14,2021,3,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Coca-Cola NL,ALU,5,1.1,Додаток
2021-03-15,2021,3,Естонія,Нарва,Eesti Pandipakend,93,2005,Saku,PET,12,1.8,Ваучер
2021-03-15,2021,3,Швеція,Гетеборг,Returpack,88,1984,Nygårda,PET,4,0.58,Благодійність
2021-03-15,2021,3,Швеція,Мальме,Returpack,88,1984,Ramlösa,ALU,10,2.05,Готівка
2021-03-15,2021,3,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Tērvetes,PET,3,0.51,Готівка
2021-03-15,2021,3,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Sourcy,PET,8,0.89,Готівка
2021-03-16,2021,3,Німеччина,Мюнхен,DPG/Pfand,98,2003,Gerolsteiner,PET,24,5.39,Ваучер
2021-03-16,2021,3,Німеччина,Берлін,DPG/Pfand,98,2003,Fanta,ALU,24,4.5,Благодійність
2021-03-16,2021,3,Литва,Вільнюс,USAD,92,2016,Utenos,PET,7,1.49,Ваучер
2021-03-16,2021,3,Литва,Каунас,USAD,92,2016,Kauno Grūdai,PET,4,0.65,Ваучер
2021-03-16,2021,3,Швеція,Стокгольм,Returpack,88,1984,Pepsi Sweden,PET,8,1.4,Готівка
2021-03-16,2021,3,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Sourcy,PET,9,2.21,Ваучер
